,worker_id,label,reward,value_surplus,seq_length,front_amount
1251,435123,1,reward_6m_105,45,6m,105
1252,435124,1,reward_6m_105,60,6m,105
1253,435130,0,reward_6m_105,45,6m,105
1254,435131,0,reward_6m_105,55,6m,105
1255,435132,1,reward_6m_105,-45,6m,105
1256,434923,0,reward_6m_185,60,6m,185
1257,434926,0,reward_6m_185,60,6m,185
1258,434927,0,reward_6m_185,65,6m,185
1259,434928,1,reward_6m_185,65,6m,185
1260,434930,0,reward_6m_185,60,6m,185
1261,434931,0,reward_6m_185,60,6m,185
1262,434932,0,reward_6m_185,115,6m,185
1263,434934,0,reward_6m_185,50,6m,185
1264,434935,1,reward_6m_185,15,6m,185
1265,434936,1,reward_6m_185,15,6m,185
1266,434937,1,reward_6m_185,0,6m,185
1267,434940,0,reward_6m_185,60,6m,185
1268,434941,0,reward_6m_185,60,6m,185
1269,434942,1,reward_6m_185,40,6m,185
1270,434943,0,reward_6m_185,65,6m,185
1271,434944,0,reward_6m_185,60,6m,185
1272,434945,0,reward_6m_185,60,6m,185
1273,434946,1,reward_6m_185,-55,6m,185
1274,434947,0,reward_6m_185,60,6m,185
1275,434949,1,reward_6m_185,45,6m,185
1276,434952,0,reward_6m_185,60,6m,185
1277,434953,1,reward_6m_185,-183,6m,185
1278,434954,0,reward_6m_185,60,6m,185
1279,434955,0,reward_6m_185,60,6m,185
1280,434957,0,reward_6m_185,55,6m,185
1281,434958,0,reward_6m_185,60,6m,185
1282,434959,0,reward_6m_185,55,6m,185
1283,434960,0,reward_6m_185,65,6m,185
1284,434961,0,reward_6m_185,60,6m,185
1285,434962,0,reward_6m_185,60,6m,185
1286,434963,0,reward_6m_185,58,6m,185
1287,434964,0,reward_6m_185,65,6m,185
1288,434966,1,reward_6m_185,65,6m,185
1289,434967,0,reward_6m_185,85,6m,185
1290,434968,0,reward_6m_185,60,6m,185
1291,434971,0,reward_6m_185,65,6m,185
1292,434974,1,reward_6m_185,65,6m,185
1293,434976,0,reward_6m_185,60,6m,185
1294,434977,1,reward_6m_185,0,6m,185
1295,434978,0,reward_6m_185,50,6m,185
1296,434979,1,reward_6m_185,50,6m,185
1297,434980,0,reward_6m_185,115,6m,185
1298,434981,0,reward_6m_185,60,6m,185
1299,434982,0,reward_6m_185,60,6m,185
1300,434983,0,reward_6m_185,60,6m,185
1301,434984,0,reward_6m_185,55,6m,185
1302,434985,0,reward_6m_185,60,6m,185
1303,434986,1,reward_6m_185,45,6m,185
1304,434988,0,reward_6m_185,60,6m,185
1305,434989,0,reward_6m_185,60,6m,185
1306,434990,0,reward_6m_185,60,6m,185
1307,434992,0,reward_6m_185,60,6m,185
1308,434993,1,reward_6m_185,40,6m,185
1309,434995,1,reward_6m_185,65,6m,185
1310,434996,0,reward_6m_185,60,6m,185
1311,434997,0,reward_6m_185,60,6m,185
1312,434998,1,reward_6m_185,35,6m,185
1313,434999,0,reward_6m_185,60,6m,185
1314,435000,0,reward_6m_185,60,6m,185
1315,435002,0,reward_6m_185,60,6m,185
1316,435003,1,reward_6m_185,5,6m,185
1317,435004,0,reward_6m_185,55,6m,185
1318,435005,0,reward_6m_185,54,6m,185
1319,435008,1,reward_6m_185,40,6m,185
1320,435009,0,reward_6m_185,65,6m,185
1321,435010,0,reward_6m_185,60,6m,185
1322,435011,0,reward_6m_185,115,6m,185
1323,435013,0,reward_6m_185,55,6m,185
1324,435015,0,reward_6m_185,60,6m,185
1325,435016,0,reward_6m_185,60,6m,185
1326,435017,0,reward_6m_185,60,6m,185
1327,435018,0,reward_6m_185,60,6m,185
1328,435019,1,reward_6m_185,45,6m,185
1329,435020,0,reward_6m_185,50,6m,185
1330,435021,0,reward_6m_185,55,6m,185
1331,435022,1,reward_6m_185,35,6m,185
1332,435024,1,reward_6m_185,35,6m,185
1333,435026,1,reward_6m_185,15,6m,185
1334,435027,0,reward_6m_185,60,6m,185
1335,435028,0,reward_6m_185,60,6m,185
1336,435029,0,reward_6m_185,60,6m,185
1337,435030,1,reward_6m_185,0,6m,185
1338,435031,1,reward_6m_185,15,6m,185
1339,435032,1,reward_6m_185,15,6m,185
1340,435033,1,reward_6m_185,15,6m,185
1341,435035,0,reward_6m_185,60,6m,185
1342,435036,1,reward_6m_185,15,6m,185
1343,435038,0,reward_6m_185,65,6m,185
1344,435039,0,reward_6m_185,65,6m,185
1345,435040,0,reward_6m_185,60,6m,185
1346,435041,0,reward_6m_185,60,6m,185
1347,435042,1,reward_6m_185,35,6m,185
1348,435043,0,reward_6m_185,65,6m,185
1349,435045,0,reward_6m_185,65,6m,185
1350,435046,1,reward_6m_185,20,6m,185
1351,435049,1,reward_6m_185,20,6m,185
1352,435052,0,reward_6m_185,50,6m,185
1353,435053,0,reward_6m_185,65,6m,185
1354,435054,0,reward_6m_185,60,6m,185
1355,435055,0,reward_6m_185,60,6m,185
1356,435056,1,reward_6m_185,35,6m,185
1357,435057,0,reward_6m_185,60,6m,185
1358,435060,1,reward_6m_185,30,6m,185
1359,435062,0,reward_6m_185,60,6m,185
1360,435063,1,reward_6m_185,15,6m,185
1361,435064,0,reward_6m_185,60,6m,185
1362,435065,1,reward_6m_185,15,6m,185
1363,435066,0,reward_6m_185,60,6m,185
1364,435067,0,reward_6m_185,60,6m,185
1365,435068,1,reward_6m_185,35,6m,185
1366,435069,0,reward_6m_185,60,6m,185
1367,435070,0,reward_6m_185,55,6m,185
1368,435072,0,reward_6m_185,35,6m,185
1369,435074,1,reward_6m_185,40,6m,185
1370,435075,1,reward_6m_185,-125,6m,185
1371,435076,1,reward_6m_185,25,6m,185
1372,435077,0,reward_6m_185,15,6m,185
1373,435079,0,reward_6m_185,60,6m,185
1374,435080,0,reward_6m_185,60,6m,185
1375,435081,1,reward_6m_185,25,6m,185
1376,435083,0,reward_6m_185,60,6m,185
1377,435084,1,reward_6m_185,15,6m,185
1378,435086,0,reward_6m_185,65,6m,185
1379,435087,0,reward_6m_185,65,6m,185
1380,435089,0,reward_6m_185,55,6m,185
1381,435092,0,reward_6m_185,60,6m,185
1382,435093,1,reward_6m_185,0,6m,185
1383,435095,0,reward_6m_185,60,6m,185
1384,435096,0,reward_6m_185,60,6m,185
1385,435097,0,reward_6m_185,60,6m,185
1386,435098,1,reward_6m_185,55,6m,185
1387,435099,0,reward_6m_185,65,6m,185
1388,435100,1,reward_6m_185,45,6m,185
1389,435101,1,reward_6m_185,35,6m,185
1390,435103,0,reward_6m_185,60,6m,185
1391,435104,1,reward_6m_185,15,6m,185
1392,435105,0,reward_6m_185,60,6m,185
1393,435106,0,reward_6m_185,60,6m,185
1394,435107,1,reward_6m_185,25,6m,185
1395,435108,1,reward_6m_185,45,6m,185
1396,435110,0,reward_6m_185,60,6m,185
1397,435111,0,reward_6m_185,60,6m,185
1398,435113,1,reward_6m_185,35,6m,185
1399,435114,0,reward_6m_185,60,6m,185
1400,435115,0,reward_6m_185,45,6m,185
1401,435116,0,reward_6m_185,65,6m,185
1402,435117,0,reward_6m_185,60,6m,185
1403,435118,0,reward_6m_185,60,6m,185
1404,435119,1,reward_6m_185,45,6m,185
1405,435120,0,reward_6m_185,75,6m,185
1406,435121,0,reward_6m_185,55,6m,185
1407,435122,0,reward_6m_185,50,6m,185
1408,435123,1,reward_6m_185,15,6m,185
1409,435124,1,reward_6m_185,55,6m,185
1410,435130,0,reward_6m_185,40,6m,185
1411,435131,0,reward_6m_185,55,6m,185
1412,435132,1,reward_6m_185,0,6m,185
1413,434923,0,reward_6m_25,60,6m,25
1414,434926,0,reward_6m_25,60,6m,25
1415,434927,0,reward_6m_25,65,6m,25
1416,434928,1,reward_6m_25,25,6m,25
1417,434930,0,reward_6m_25,60,6m,25
1418,434931,0,reward_6m_25,60,6m,25
1419,434932,0,reward_6m_25,75,6m,25
1420,434934,0,reward_6m_25,50,6m,25
1421,434935,1,reward_6m_25,55,6m,25
1422,434936,1,reward_6m_25,35,6m,25
1423,434937,1,reward_6m_25,0,6m,25
1424,434940,0,reward_6m_25,60,6m,25
1425,434941,0,reward_6m_25,60,6m,25
1426,434942,1,reward_6m_25,75,6m,25
1427,434943,0,reward_6m_25,75,6m,25
1428,434944,0,reward_6m_25,60,6m,25
1429,434945,0,reward_6m_25,60,6m,25
1430,434946,1,reward_6m_25,60,6m,25
1431,434947,0,reward_6m_25,60,6m,25
1432,434949,1,reward_6m_25,50,6m,25
1433,434952,0,reward_6m_25,60,6m,25
1434,434953,1,reward_6m_25,60,6m,25
1435,434954,0,reward_6m_25,60,6m,25
1436,434955,0,reward_6m_25,60,6m,25
1437,434957,0,reward_6m_25,55,6m,25
1438,434958,0,reward_6m_25,60,6m,25
1439,434959,0,reward_6m_25,55,6m,25
1440,434960,0,reward_6m_25,75,6m,25
1441,434961,0,reward_6m_25,60,6m,25
1442,434962,0,reward_6m_25,60,6m,25
1443,434963,0,reward_6m_25,49,6m,25
1444,434964,0,reward_6m_25,65,6m,25
1445,434966,1,reward_6m_25,60,6m,25
1446,434967,0,reward_6m_25,75,6m,25
1447,434968,0,reward_6m_25,60,6m,25
1448,434971,0,reward_6m_25,60,6m,25
1449,434974,1,reward_6m_25,60,6m,25
1450,434976,0,reward_6m_25,60,6m,25
1451,434977,1,reward_6m_25,60,6m,25
1452,434978,0,reward_6m_25,60,6m,25
1453,434979,1,reward_6m_25,55,6m,25
1454,434980,0,reward_6m_25,75,6m,25
1455,434981,0,reward_6m_25,60,6m,25
1456,434982,0,reward_6m_25,60,6m,25
1457,434983,0,reward_6m_25,60,6m,25
1458,434984,0,reward_6m_25,55,6m,25
1459,434985,0,reward_6m_25,60,6m,25
1460,434986,1,reward_6m_25,45,6m,25
1461,434988,0,reward_6m_25,60,6m,25
1462,434989,0,reward_6m_25,60,6m,25
1463,434990,0,reward_6m_25,60,6m,25
1464,434992,0,reward_6m_25,60,6m,25
1465,434993,1,reward_6m_25,45,6m,25
1466,434995,1,reward_6m_25,25,6m,25
1467,434996,0,reward_6m_25,60,6m,25
1468,434997,0,reward_6m_25,60,6m,25
1469,434998,1,reward_6m_25,55,6m,25
1470,434999,0,reward_6m_25,60,6m,25
1471,435000,0,reward_6m_25,60,6m,25
1472,435002,0,reward_6m_25,60,6m,25
1473,435003,1,reward_6m_25,35,6m,25
1474,435004,0,reward_6m_25,60,6m,25
1475,435005,0,reward_6m_25,51,6m,25
1476,435008,1,reward_6m_25,55,6m,25
1477,435009,0,reward_6m_25,75,6m,25
1478,435010,0,reward_6m_25,60,6m,25
1479,435011,0,reward_6m_25,75,6m,25
1480,435013,0,reward_6m_25,55,6m,25
1481,435015,0,reward_6m_25,60,6m,25
1482,435016,0,reward_6m_25,60,6m,25
1483,435017,0,reward_6m_25,60,6m,25
1484,435018,0,reward_6m_25,60,6m,25
1485,435019,1,reward_6m_25,50,6m,25
1486,435020,0,reward_6m_25,50,6m,25
1487,435021,0,reward_6m_25,60,6m,25
1488,435022,1,reward_6m_25,25,6m,25
1489,435024,1,reward_6m_25,50,6m,25
1490,435026,1,reward_6m_25,25,6m,25
1491,435027,0,reward_6m_25,60,6m,25
1492,435028,0,reward_6m_25,60,6m,25
1493,435029,0,reward_6m_25,60,6m,25
1494,435030,1,reward_6m_25,0,6m,25
1495,435031,1,reward_6m_25,25,6m,25
1496,435032,1,reward_6m_25,35,6m,25
1497,435033,1,reward_6m_25,25,6m,25
1498,435035,0,reward_6m_25,60,6m,25
1499,435036,1,reward_6m_25,35,6m,25
1500,435038,0,reward_6m_25,60,6m,25
1501,435039,0,reward_6m_25,60,6m,25
1502,435040,0,reward_6m_25,60,6m,25
1503,435041,0,reward_6m_25,60,6m,25
1504,435042,1,reward_6m_25,25,6m,25
1505,435043,0,reward_6m_25,65,6m,25
1506,435045,0,reward_6m_25,75,6m,25
1507,435046,1,reward_6m_25,50,6m,25
1508,435049,1,reward_6m_25,30,6m,25
1509,435052,0,reward_6m_25,55,6m,25
1510,435053,0,reward_6m_25,60,6m,25
1511,435054,0,reward_6m_25,60,6m,25
1512,435055,0,reward_6m_25,60,6m,25
1513,435056,1,reward_6m_25,35,6m,25
1514,435057,0,reward_6m_25,60,6m,25
1515,435060,1,reward_6m_25,30,6m,25
1516,435062,0,reward_6m_25,60,6m,25
1517,435063,1,reward_6m_25,45,6m,25
1518,435064,0,reward_6m_25,60,6m,25
1519,435065,1,reward_6m_25,45,6m,25
1520,435066,0,reward_6m_25,60,6m,25
1521,435067,0,reward_6m_25,60,6m,25
1522,435068,1,reward_6m_25,25,6m,25
1523,435069,0,reward_6m_25,60,6m,25
1524,435070,0,reward_6m_25,60,6m,25
1525,435072,0,reward_6m_25,50,6m,25
1526,435074,1,reward_6m_25,40,6m,25
1527,435075,1,reward_6m_25,60,6m,25
1528,435076,1,reward_6m_25,45,6m,25
1529,435077,0,reward_6m_25,65,6m,25
1530,435079,0,reward_6m_25,60,6m,25
1531,435080,0,reward_6m_25,60,6m,25
1532,435081,1,reward_6m_25,25,6m,25
1533,435083,0,reward_6m_25,60,6m,25
1534,435084,1,reward_6m_25,25,6m,25
1535,435086,0,reward_6m_25,75,6m,25
1536,435087,0,reward_6m_25,75,6m,25
1537,435089,0,reward_6m_25,60,6m,25
1538,435092,0,reward_6m_25,60,6m,25
1539,435093,1,reward_6m_25,60,6m,25
1540,435095,0,reward_6m_25,60,6m,25
1541,435096,0,reward_6m_25,60,6m,25
1542,435097,0,reward_6m_25,60,6m,25
1543,435098,1,reward_6m_25,55,6m,25
1544,435099,0,reward_6m_25,55,6m,25
1545,435100,1,reward_6m_25,55,6m,25
1546,435101,1,reward_6m_25,60,6m,25
1547,435103,0,reward_6m_25,60,6m,25
1548,435104,1,reward_6m_25,20,6m,25
1549,435105,0,reward_6m_25,60,6m,25
1550,435106,0,reward_6m_25,60,6m,25
1551,435107,1,reward_6m_25,35,6m,25
1552,435108,1,reward_6m_25,45,6m,25
1553,435110,0,reward_6m_25,60,6m,25
1554,435111,0,reward_6m_25,60,6m,25
1555,435113,1,reward_6m_25,50,6m,25
1556,435114,0,reward_6m_25,60,6m,25
1557,435115,0,reward_6m_25,55,6m,25
1558,435116,0,reward_6m_25,75,6m,25
1559,435117,0,reward_6m_25,60,6m,25
1560,435118,0,reward_6m_25,60,6m,25
1561,435119,1,reward_6m_25,35,6m,25
1562,435120,0,reward_6m_25,75,6m,25
1563,435121,0,reward_6m_25,75,6m,25
1564,435122,0,reward_6m_25,60,6m,25
1565,435123,1,reward_6m_25,45,6m,25
1566,435124,1,reward_6m_25,60,6m,25
1567,435130,0,reward_6m_25,55,6m,25
1568,435131,0,reward_6m_25,55,6m,25
1569,435132,1,reward_6m_25,35,6m,25
1570,434923,0,reward_6m_265,60,6m,265
1571,434926,0,reward_6m_265,60,6m,265
1572,434927,0,reward_6m_265,65,6m,265
1573,434928,1,reward_6m_265,35,6m,265
1574,434930,0,reward_6m_265,60,6m,265
1575,434931,0,reward_6m_265,60,6m,265
1576,434932,0,reward_6m_265,135,6m,265
1577,434934,0,reward_6m_265,55,6m,265
1578,434935,1,reward_6m_265,35,6m,265
1579,434936,1,reward_6m_265,15,6m,265
1580,434937,1,reward_6m_265,0,6m,265
1581,434940,0,reward_6m_265,60,6m,265
1582,434941,0,reward_6m_265,60,6m,265
1583,434942,1,reward_6m_265,60,6m,265
1584,434943,0,reward_6m_265,85,6m,265
1585,434944,0,reward_6m_265,60,6m,265
1586,434945,0,reward_6m_265,60,6m,265
1587,434946,1,reward_6m_265,35,6m,265
1588,434947,0,reward_6m_265,60,6m,265
1589,434949,1,reward_6m_265,35,6m,265
1590,434952,0,reward_6m_265,60,6m,265
1591,434953,1,reward_6m_265,65,6m,265
1592,434954,0,reward_6m_265,60,6m,265
1593,434955,0,reward_6m_265,60,6m,265
1594,434957,0,reward_6m_265,55,6m,265
1595,434958,0,reward_6m_265,60,6m,265
1596,434959,0,reward_6m_265,35,6m,265
1597,434960,0,reward_6m_265,135,6m,265
1598,434961,0,reward_6m_265,60,6m,265
1599,434962,0,reward_6m_265,60,6m,265
1600,434963,0,reward_6m_265,55,6m,265
1601,434964,0,reward_6m_265,65,6m,265
1602,434966,1,reward_6m_265,50,6m,265
1603,434967,0,reward_6m_265,110,6m,265
1604,434968,0,reward_6m_265,60,6m,265
1605,434971,0,reward_6m_265,85,6m,265
1606,434974,1,reward_6m_265,50,6m,265
1607,434976,0,reward_6m_265,60,6m,265
1608,434977,1,reward_6m_265,60,6m,265
1609,434978,0,reward_6m_265,50,6m,265
1610,434979,1,reward_6m_265,35,6m,265
1611,434980,0,reward_6m_265,85,6m,265
1612,434981,0,reward_6m_265,60,6m,265
1613,434982,0,reward_6m_265,60,6m,265
1614,434983,0,reward_6m_265,60,6m,265
1615,434984,0,reward_6m_265,60,6m,265
1616,434985,0,reward_6m_265,60,6m,265
1617,434986,1,reward_6m_265,40,6m,265
1618,434988,0,reward_6m_265,60,6m,265
1619,434989,0,reward_6m_265,60,6m,265
1620,434990,0,reward_6m_265,60,6m,265
1621,434992,0,reward_6m_265,60,6m,265
1622,434993,1,reward_6m_265,35,6m,265
1623,434995,1,reward_6m_265,35,6m,265
1624,434996,0,reward_6m_265,60,6m,265
1625,434997,0,reward_6m_265,60,6m,265
1626,434998,1,reward_6m_265,35,6m,265
1627,434999,0,reward_6m_265,60,6m,265
1628,435000,0,reward_6m_265,60,6m,265
1629,435002,0,reward_6m_265,60,6m,265
1630,435003,1,reward_6m_265,5,6m,265
1631,435004,0,reward_6m_265,55,6m,265
1632,435005,0,reward_6m_265,55,6m,265
1633,435008,1,reward_6m_265,50,6m,265
1634,435009,0,reward_6m_265,135,6m,265
1635,435010,0,reward_6m_265,60,6m,265
1636,435011,0,reward_6m_265,135,6m,265
1637,435013,0,reward_6m_265,55,6m,265
1638,435015,0,reward_6m_265,60,6m,265
1639,435016,0,reward_6m_265,60,6m,265
1640,435017,0,reward_6m_265,60,6m,265
1641,435018,0,reward_6m_265,40,6m,265
1642,435019,1,reward_6m_265,35,6m,265
1643,435020,0,reward_6m_265,50,6m,265
1644,435021,0,reward_6m_265,55,6m,265
1645,435022,1,reward_6m_265,35,6m,265
1646,435024,1,reward_6m_265,45,6m,265
1647,435026,1,reward_6m_265,35,6m,265
1648,435027,0,reward_6m_265,60,6m,265
1649,435028,0,reward_6m_265,60,6m,265
1650,435029,0,reward_6m_265,60,6m,265
1651,435030,1,reward_6m_265,0,6m,265
1652,435031,1,reward_6m_265,60,6m,265
1653,435032,1,reward_6m_265,35,6m,265
1654,435033,1,reward_6m_265,10,6m,265
1655,435035,0,reward_6m_265,60,6m,265
1656,435036,1,reward_6m_265,134,6m,265
1657,435038,0,reward_6m_265,85,6m,265
1658,435039,0,reward_6m_265,60,6m,265
1659,435040,0,reward_6m_265,60,6m,265
1660,435041,0,reward_6m_265,60,6m,265
1661,435042,1,reward_6m_265,35,6m,265
1662,435043,0,reward_6m_265,60,6m,265
1663,435045,0,reward_6m_265,85,6m,265
1664,435046,1,reward_6m_265,10,6m,265
1665,435049,1,reward_6m_265,30,6m,265
1666,435052,0,reward_6m_265,50,6m,265
1667,435053,0,reward_6m_265,35,6m,265
1668,435054,0,reward_6m_265,60,6m,265
1669,435055,0,reward_6m_265,60,6m,265
1670,435056,1,reward_6m_265,35,6m,265
1671,435057,0,reward_6m_265,60,6m,265
1672,435060,1,reward_6m_265,30,6m,265
1673,435062,0,reward_6m_265,60,6m,265
1674,435063,1,reward_6m_265,35,6m,265
1675,435064,0,reward_6m_265,60,6m,265
1676,435065,1,reward_6m_265,35,6m,265
1677,435066,0,reward_6m_265,60,6m,265
1678,435067,0,reward_6m_265,60,6m,265
1679,435068,1,reward_6m_265,25,6m,265
1680,435069,0,reward_6m_265,60,6m,265
1681,435070,0,reward_6m_265,55,6m,265
1682,435072,0,reward_6m_265,85,6m,265
1683,435074,1,reward_6m_265,25,6m,265
1684,435075,1,reward_6m_265,60,6m,265
1685,435076,1,reward_6m_265,15,6m,265
1686,435077,0,reward_6m_265,5,6m,265
1687,435079,0,reward_6m_265,60,6m,265
1688,435080,0,reward_6m_265,35,6m,265
1689,435081,1,reward_6m_265,35,6m,265
1690,435083,0,reward_6m_265,50,6m,265
1691,435084,1,reward_6m_265,35,6m,265
1692,435086,0,reward_6m_265,85,6m,265
1693,435087,0,reward_6m_265,85,6m,265
1694,435089,0,reward_6m_265,-45,6m,265
1695,435092,0,reward_6m_265,60,6m,265
1696,435093,1,reward_6m_265,0,6m,265
1697,435095,0,reward_6m_265,60,6m,265
1698,435096,0,reward_6m_265,60,6m,265
1699,435097,0,reward_6m_265,60,6m,265
1700,435098,1,reward_6m_265,35,6m,265
1701,435099,0,reward_6m_265,65,6m,265
1702,435100,1,reward_6m_265,35,6m,265
1703,435101,1,reward_6m_265,15,6m,265
1704,435103,0,reward_6m_265,60,6m,265
1705,435104,1,reward_6m_265,25,6m,265
1706,435105,0,reward_6m_265,60,6m,265
1707,435106,0,reward_6m_265,60,6m,265
1708,435107,1,reward_6m_265,35,6m,265
1709,435108,1,reward_6m_265,10,6m,265
1710,435110,0,reward_6m_265,60,6m,265
1711,435111,0,reward_6m_265,60,6m,265
1712,435113,1,reward_6m_265,35,6m,265
1713,435114,0,reward_6m_265,60,6m,265
1714,435115,0,reward_6m_265,45,6m,265
1715,435116,0,reward_6m_265,65,6m,265
1716,435117,0,reward_6m_265,70,6m,265
1717,435118,0,reward_6m_265,60,6m,265
1718,435119,1,reward_6m_265,45,6m,265
1719,435120,0,reward_6m_265,85,6m,265
1720,435121,0,reward_6m_265,55,6m,265
1721,435122,0,reward_6m_265,60,6m,265
1722,435123,1,reward_6m_265,35,6m,265
1723,435124,1,reward_6m_265,55,6m,265
1724,435130,0,reward_6m_265,35,6m,265
1725,435131,0,reward_6m_265,55,6m,265
1726,435132,1,reward_6m_265,0,6m,265
1727,434923,0,reward_6m_345,60,6m,345
1728,434926,0,reward_6m_345,60,6m,345
1729,434927,0,reward_6m_345,65,6m,345
1730,434928,1,reward_6m_345,55,6m,345
1731,434930,0,reward_6m_345,60,6m,345
1732,434931,0,reward_6m_345,60,6m,345
1733,434932,0,reward_6m_345,255,6m,345
1734,434934,0,reward_6m_345,55,6m,345
1735,434935,1,reward_6m_345,55,6m,345
1736,434936,1,reward_6m_345,30,6m,345
1737,434937,1,reward_6m_345,-45,6m,345
1738,434940,0,reward_6m_345,60,6m,345
1739,434941,0,reward_6m_345,60,6m,345
1740,434942,1,reward_6m_345,55,6m,345
1741,434943,0,reward_6m_345,65,6m,345
1742,434944,0,reward_6m_345,60,6m,345
1743,434945,0,reward_6m_345,60,6m,345
1744,434946,1,reward_6m_345,40,6m,345
1745,434947,0,reward_6m_345,60,6m,345
1746,434949,1,reward_6m_345,40,6m,345
1747,434952,0,reward_6m_345,60,6m,345
1748,434953,1,reward_6m_345,60,6m,345
1749,434954,0,reward_6m_345,60,6m,345
1750,434955,0,reward_6m_345,60,6m,345
1751,434957,0,reward_6m_345,55,6m,345
1752,434958,0,reward_6m_345,60,6m,345
1753,434959,0,reward_6m_345,45,6m,345
1754,434960,0,reward_6m_345,80,6m,345
1755,434961,0,reward_6m_345,60,6m,345
1756,434962,0,reward_6m_345,60,6m,345
1757,434963,0,reward_6m_345,55,6m,345
1758,434964,0,reward_6m_345,65,6m,345
1759,434966,1,reward_6m_345,50,6m,345
1760,434967,0,reward_6m_345,105,6m,345
1761,434968,0,reward_6m_345,60,6m,345
1762,434971,0,reward_6m_345,60,6m,345
1763,434974,1,reward_6m_345,55,6m,345
1764,434976,0,reward_6m_345,60,6m,345
1765,434977,1,reward_6m_345,60,6m,345
1766,434978,0,reward_6m_345,45,6m,345
1767,434979,1,reward_6m_345,45,6m,345
1768,434980,0,reward_6m_345,155,6m,345
1769,434981,0,reward_6m_345,60,6m,345
1770,434982,0,reward_6m_345,60,6m,345
1771,434983,0,reward_6m_345,60,6m,345
1772,434984,0,reward_6m_345,55,6m,345
1773,434985,0,reward_6m_345,60,6m,345
1774,434986,1,reward_6m_345,35,6m,345
1775,434988,0,reward_6m_345,60,6m,345
1776,434989,0,reward_6m_345,60,6m,345
1777,434990,0,reward_6m_345,60,6m,345
1778,434992,0,reward_6m_345,60,6m,345
1779,434993,1,reward_6m_345,35,6m,345
1780,434995,1,reward_6m_345,5,6m,345
1781,434996,0,reward_6m_345,60,6m,345
1782,434997,0,reward_6m_345,60,6m,345
1783,434998,1,reward_6m_345,35,6m,345
1784,434999,0,reward_6m_345,60,6m,345
1785,435000,0,reward_6m_345,60,6m,345
1786,435002,0,reward_6m_345,55,6m,345
1787,435003,1,reward_6m_345,55,6m,345
1788,435004,0,reward_6m_345,55,6m,345
1789,435005,0,reward_6m_345,50,6m,345
1790,435008,1,reward_6m_345,45,6m,345
1791,435009,0,reward_6m_345,105,6m,345
1792,435010,0,reward_6m_345,60,6m,345
1793,435011,0,reward_6m_345,155,6m,345
1794,435013,0,reward_6m_345,60,6m,345
1795,435015,0,reward_6m_345,60,6m,345
1796,435016,0,reward_6m_345,55,6m,345
1797,435017,0,reward_6m_345,60,6m,345
1798,435018,0,reward_6m_345,60,6m,345
1799,435019,1,reward_6m_345,35,6m,345
1800,435020,0,reward_6m_345,50,6m,345
1801,435021,0,reward_6m_345,45,6m,345
1802,435022,1,reward_6m_345,30,6m,345
1803,435024,1,reward_6m_345,35,6m,345
1804,435026,1,reward_6m_345,0,6m,345
1805,435027,0,reward_6m_345,60,6m,345
1806,435028,0,reward_6m_345,60,6m,345
1807,435029,0,reward_6m_345,60,6m,345
1808,435030,1,reward_6m_345,0,6m,345
1809,435031,1,reward_6m_345,5,6m,345
1810,435032,1,reward_6m_345,30,6m,345
1811,435033,1,reward_6m_345,10,6m,345
1812,435035,0,reward_6m_345,60,6m,345
1813,435036,1,reward_6m_345,35,6m,345
1814,435038,0,reward_6m_345,55,6m,345
1815,435039,0,reward_6m_345,60,6m,345
1816,435040,0,reward_6m_345,60,6m,345
1817,435041,0,reward_6m_345,60,6m,345
1818,435042,1,reward_6m_345,25,6m,345
1819,435043,0,reward_6m_345,65,6m,345
1820,435045,0,reward_6m_345,65,6m,345
1821,435046,1,reward_6m_345,30,6m,345
1822,435049,1,reward_6m_345,30,6m,345
1823,435052,0,reward_6m_345,45,6m,345
1824,435053,0,reward_6m_345,55,6m,345
1825,435054,0,reward_6m_345,60,6m,345
1826,435055,0,reward_6m_345,60,6m,345
1827,435056,1,reward_6m_345,35,6m,345
1828,435057,0,reward_6m_345,55,6m,345
1829,435060,1,reward_6m_345,30,6m,345
1830,435062,0,reward_6m_345,60,6m,345
1831,435063,1,reward_6m_345,35,6m,345
1832,435064,0,reward_6m_345,60,6m,345
1833,435065,1,reward_6m_345,25,6m,345
1834,435066,0,reward_6m_345,60,6m,345
1835,435067,0,reward_6m_345,60,6m,345
1836,435068,1,reward_6m_345,35,6m,345
1837,435069,0,reward_6m_345,60,6m,345
1838,435070,0,reward_6m_345,55,6m,345
1839,435072,0,reward_6m_345,55,6m,345
1840,435074,1,reward_6m_345,25,6m,345
1841,435075,1,reward_6m_345,60,6m,345
1842,435076,1,reward_6m_345,30,6m,345
1843,435077,0,reward_6m_345,155,6m,345
1844,435079,0,reward_6m_345,60,6m,345
1845,435080,0,reward_6m_345,60,6m,345
1846,435081,1,reward_6m_345,5,6m,345
1847,435083,0,reward_6m_345,60,6m,345
1848,435084,1,reward_6m_345,0,6m,345
1849,435086,0,reward_6m_345,105,6m,345
1850,435087,0,reward_6m_345,55,6m,345
1851,435089,0,reward_6m_345,55,6m,345
1852,435092,0,reward_6m_345,60,6m,345
1853,435093,1,reward_6m_345,60,6m,345
1854,435095,0,reward_6m_345,60,6m,345
1855,435096,0,reward_6m_345,60,6m,345
1856,435097,0,reward_6m_345,60,6m,345
1857,435098,1,reward_6m_345,55,6m,345
